tic,template_k,template_source_id,template_status,wg_contrasts,a_sid,b_sid,a_status,b_status,a_usable,b_usable,pair_usable,D_A,D_B,R_A,R_B,trigger_pair_class,recovery_pair_class,analysis_status,prespecified,interval
380298520,0,3429818633270156416,not_detected,13,9303802985200220000,9203802985200220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
380298520,1,722446385752579840,confirmed,67,9303802985201220000,9203802985201220000,confirmed,confirmed,True,True,True,True,True,True,False,both,A_only,postlaunch_descriptive,False,none
380298520,2,1228266814506156928,candidate,443,9303802985202220000,9203802985202220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
394015496,0,6791227822017756288,not_detected,6,9303940154960220000,9203940154960220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
394015496,1,4322122179512445568,confirmed,69,9303940154961220000,9203940154961220000,confirmed,confirmed,True,True,True,True,True,False,False,both,neither,postlaunch_descriptive,False,none
394015496,2,2719012579552367488,confirmed,445,9303940154962220000,9203940154962220000,confirmed,confirmed,True,True,True,True,True,True,False,both,A_only,postlaunch_descriptive,False,none
409732714,0,3897445571422443904,not_detected,20,9304097327140220000,9204097327140220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
409732714,1,718385060383750784,confirmed,127,9304097327141220000,9204097327141220000,not_detected,confirmed,True,True,True,False,True,False,False,B_only,neither,postlaunch_descriptive,False,none
409732714,2,2155960371551164416,not_detected,461,9304097327142220000,9204097327142220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
415337224,0,5687358245544479872,confirmed,6,9304153372240220000,9204153372240220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
415337224,1,3277341526122556160,not_detected,58,9304153372241220000,9204153372241220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
415337224,2,1555179177955997440,candidate,373,9304153372242220000,9204153372242220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
423658036,0,6617454235493798272,not_detected,6,9304236580360220000,9204236580360220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
423658036,1,2984906067750284928,not_detected,76,9304236580361220000,9204236580361220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
423658036,2,1228266814506156928,candidate,443,9304236580362220000,9204236580362220000,not_detected,confirmed,True,True,True,False,True,False,True,B_only,B_only,postlaunch_descriptive,False,none
428670887,0,6617454235493798272,not_detected,6,9304286708870220000,9204286708870220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
428670887,1,2984906067750284928,not_detected,76,9304286708871220000,9204286708871220000,confirmed,confirmed,True,True,True,True,True,False,False,both,neither,postlaunch_descriptive,False,none
428670887,2,1228266814506156928,candidate,443,9304286708872220000,9204286708872220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
441500792,0,4009851428268802944,not_detected,10,9304415007920220000,9204415007920220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
441500792,1,2667317799127474944,confirmed,62,9304415007921220000,9204415007921220000,not_detected,confirmed,True,True,True,False,True,False,False,B_only,neither,postlaunch_descriptive,False,none
441500792,2,4002914643768684288,not_detected,420,9304415007922220000,9204415007922220000,confirmed,confirmed,True,True,True,True,True,True,False,both,A_only,postlaunch_descriptive,False,none
442962289,0,4089730604499317760,not_detected,8,9304429622890220000,9204429622890220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
442962289,1,3277341526122556160,not_detected,58,9304429622891220000,9204429622891220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
442962289,2,521232768574387072,confirmed,359,9304429622892220000,9204429622892220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
453210132,0,3690323316193465344,not_detected,8,9304532101320220000,9204532101320220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
453210132,1,3238056353617774336,not_detected,62,9304532101321220000,9204532101321220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
453210132,2,1510467090935595008,confirmed,391,9304532101322220000,9204532101322220000,confirmed,confirmed,True,True,True,True,True,True,False,both,A_only,postlaunch_descriptive,False,none
461203226,0,3429818633270156416,not_detected,13,9304612032260220000,9204612032260220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
461203226,1,3333971597632801920,not_detected,62,9304612032261220000,9204612032261220000,confirmed,not_detected,True,True,True,True,False,True,False,A_only,A_only,postlaunch_descriptive,False,none
461203226,2,1228266814506156928,candidate,443,9304612032262220000,9204612032262220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
600589802,0,2970066126811876992,not_detected,8,9306005898020220000,9206005898020220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
600589802,1,3312002496315376640,not_detected,59,9306005898021220000,9206005898021220000,confirmed,candidate,True,True,True,True,False,False,False,A_only,neither,postlaunch_descriptive,False,none
600589802,2,1555179177955997440,candidate,373,9306005898022220000,9206005898022220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
610337553,0,1479182789667845376,not_detected,7,9306103375530220000,9206103375530220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
610337553,1,3236259854698180480,confirmed,62,9306103375531220000,9206103375531220000,not_detected,confirmed,True,True,True,False,True,False,False,B_only,neither,postlaunch_descriptive,False,none
610337553,2,2850846184091080576,not_detected,461,9306103375532220000,9206103375532220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
631161222,0,1479182789667845376,not_detected,7,9306311612220220000,9206311612220220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
631161222,1,3347454874365770496,not_detected,53,9306311612221220000,9206311612221220000,not_detected,confirmed,True,True,True,False,True,False,False,B_only,neither,postlaunch_descriptive,False,none
631161222,2,1797734879016276096,confirmed,398,9306311612222220000,9206311612222220000,confirmed,confirmed,True,True,True,True,True,True,False,both,A_only,postlaunch_descriptive,False,none
631344957,0,5687358245544479872,confirmed,6,9306313449570220000,9206313449570220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
631344957,1,1844311394160744960,confirmed,52,9306313449571220000,9206313449571220000,confirmed,candidate,True,True,True,True,False,True,False,A_only,A_only,postlaunch_descriptive,False,none
631344957,2,1797734879016276096,confirmed,398,9306313449572220000,9206313449572220000,confirmed,confirmed,True,True,True,True,True,True,False,both,A_only,postlaunch_descriptive,False,none
632543879,0,5687358245544479872,confirmed,6,9306325438790220000,9206325438790220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
632543879,1,1844311394160744960,confirmed,52,9306325438791220000,9206325438791220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
632543879,2,1797734879016276096,confirmed,398,9306325438792220000,9206325438792220000,confirmed,confirmed,True,True,True,True,True,True,False,both,A_only,postlaunch_descriptive,False,none
640201450,0,5671975077144346112,confirmed,6,9306402014500220000,9206402014500220000,not_detected,confirmed,True,True,True,False,True,False,False,B_only,neither,postlaunch_descriptive,False,none
640201450,1,3117810051152885760,not_detected,49,9306402014501220000,9206402014501220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
640201450,2,2498367529597482496,confirmed,419,9306402014502220000,9206402014502220000,confirmed,confirmed,True,True,True,True,True,True,False,both,A_only,postlaunch_descriptive,False,none
651462582,0,4418372534027715968,confirmed,7,9306514625820220000,9206514625820220000,not_detected,confirmed,True,True,True,False,True,False,False,B_only,neither,postlaunch_descriptive,False,none
651462582,1,2466766946939761280,confirmed,55,9306514625821220000,9206514625821220000,not_detected,confirmed,True,True,True,False,True,False,False,B_only,neither,postlaunch_descriptive,False,none
651462582,2,2079732192477615360,confirmed,425,9306514625822220000,9206514625822220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
661119673,0,1479182789667845376,not_detected,7,9306611196730220000,9206611196730220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
661119673,1,6910816513450124288,not_detected,61,9306611196731220000,9206611196731220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
661119673,2,1558322303741820928,not_detected,436,9306611196732220000,9206611196732220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
683837451,0,4186494632767123968,not_detected,5,9306838374510220000,9206838374510220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
683837451,1,357457350520905216,confirmed,60,9306838374511220000,9206838374511220000,not_detected,confirmed,True,True,True,False,True,False,False,B_only,neither,postlaunch_descriptive,False,none
683837451,2,2850846184091080576,not_detected,461,9306838374512220000,9206838374512220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
685410570,0,3557290342036755200,not_detected,7,9306854105700220000,9206854105700220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
685410570,1,3347454874365770496,not_detected,53,9306854105701220000,9206854105701220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
685410570,2,2079732192477615360,confirmed,425,9306854105702220000,9206854105702220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
686044219,0,3563873702267790080,confirmed,7,9306860442190220000,9206860442190220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
686044219,1,3117810051152885760,not_detected,49,9306860442191220000,9206860442191220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
686044219,2,1797734879016276096,confirmed,398,9306860442192220000,9206860442192220000,confirmed,confirmed,True,True,True,True,True,True,False,both,A_only,postlaunch_descriptive,False,none
712406809,0,1747832062024486912,confirmed,6,9307124068090220000,9207124068090220000,confirmed,confirmed,True,True,True,True,True,False,False,both,neither,postlaunch_descriptive,False,none
712406809,1,864813315982337792,confirmed,56,9307124068091220000,9207124068091220000,confirmed,confirmed,True,True,True,True,True,True,False,both,A_only,postlaunch_descriptive,False,none
712406809,2,1893101535448502400,confirmed,423,9307124068092220000,9207124068092220000,confirmed,confirmed,True,True,True,True,True,True,False,both,A_only,postlaunch_descriptive,False,none
724128806,0,4186494632767123968,not_detected,5,9307241288060220000,9207241288060220000,confirmed,candidate,True,True,True,True,False,False,False,A_only,neither,postlaunch_descriptive,False,none
724128806,1,3410706892092688256,not_detected,60,9307241288061220000,9207241288061220000,confirmed,not_detected,True,True,True,True,False,True,False,A_only,A_only,postlaunch_descriptive,False,none
724128806,2,2230104696925290368,confirmed,473,9307241288062220000,9207241288062220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
733030384,0,6810414746597791360,not_detected,8,9307330303840220000,9207330303840220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
733030384,1,2466766946939761280,confirmed,55,9307330303841220000,9207330303841220000,not_detected,confirmed,True,True,True,False,True,False,False,B_only,neither,postlaunch_descriptive,False,none
733030384,2,2079732192477615360,confirmed,425,9307330303842220000,9207330303842220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
762000503,0,5468956993879159168,not_detected,4,9307620005030220000,9207620005030220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
762000503,1,2679476512239443328,not_detected,49,9307620005031220000,9207620005031220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
762000503,2,3230486971974872192,confirmed,383,9307620005032220000,9207620005032220000,confirmed,confirmed,True,True,True,True,True,False,False,both,neither,postlaunch_descriptive,False,none
775564285,0,3705386281897262848,not_detected,6,9307755642850220000,9207755642850220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
775564285,1,1840865211187303424,confirmed,80,9307755642851220000,9207755642851220000,confirmed,confirmed,True,True,True,True,True,True,False,both,A_only,postlaunch_descriptive,False,none
775564285,2,2260805780286092032,candidate,478,9307755642852220000,9207755642852220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
800126377,0,3118034111008915712,not_detected,10,9308001263770220000,9208001263770220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
800126377,1,692071071365975552,not_detected,56,9308001263771220000,9208001263771220000,candidate,candidate,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
800126377,2,4002914643768684288,not_detected,420,9308001263772220000,9208001263772220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
800153845,0,4089730604499317760,not_detected,8,9308001538450220000,9208001538450220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
800153845,1,4417843183603168640,not_detected,60,9308001538451220000,9208001538451220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
800153845,2,1510467090935595008,confirmed,391,9308001538452220000,9208001538452220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
800420812,0,5671975077144346112,confirmed,6,9308004208120220000,9208004208120220000,not_detected,confirmed,True,True,True,False,True,False,False,B_only,neither,postlaunch_descriptive,False,none
800420812,1,2679476512239443328,not_detected,49,9308004208121220000,9208004208121220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
800420812,2,1797734879016276096,confirmed,398,9308004208122220000,9208004208122220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
804899734,0,4186494632767123968,not_detected,5,9308048997340220000,9208048997340220000,confirmed,candidate,True,True,True,True,False,True,False,A_only,A_only,postlaunch_descriptive,False,none
804899734,1,357457350520905216,confirmed,60,9308048997341220000,9208048997341220000,confirmed,confirmed,True,True,True,True,True,True,False,both,A_only,postlaunch_descriptive,False,none
804899734,2,2850846184091080576,not_detected,461,9308048997342220000,9208048997342220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
842451090,0,3557290342036755200,not_detected,7,9308424510900220000,9208424510900220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
842451090,1,3347454874365770496,not_detected,53,9308424510901220000,9208424510901220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
842451090,2,2079732192477615360,confirmed,425,9308424510902220000,9208424510902220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
900228144,0,4186494632767123968,not_detected,5,9309002281440220000,9209002281440220000,confirmed,confirmed,True,True,True,True,True,False,True,both,B_only,postlaunch_descriptive,False,none
900228144,1,953685015492787456,confirmed,58,9309002281441220000,9209002281441220000,candidate,candidate,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
900228144,2,2850846184091080576,not_detected,461,9309002281442220000,9209002281442220000,confirmed,confirmed,True,True,True,True,True,False,False,both,neither,postlaunch_descriptive,False,none
900762564,0,6810414746597791360,not_detected,8,9309007625640220000,9209007625640220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
900762564,1,2466766946939761280,confirmed,55,9309007625641220000,9209007625641220000,not_detected,confirmed,True,True,True,False,True,False,False,B_only,neither,postlaunch_descriptive,False,none
900762564,2,2079732192477615360,confirmed,425,9309007625642220000,9209007625642220000,confirmed,confirmed,True,True,True,True,True,True,False,both,A_only,postlaunch_descriptive,False,none
902514572,0,3563873702267790080,confirmed,7,9309025145720220000,9209025145720220000,confirmed,confirmed,True,True,True,True,True,False,False,both,neither,postlaunch_descriptive,False,none
902514572,1,3117810051152885760,not_detected,49,9309025145721220000,9209025145721220000,confirmed,confirmed,True,True,True,True,True,False,False,both,neither,postlaunch_descriptive,False,none
902514572,2,1797734879016276096,confirmed,398,9309025145722220000,9209025145722220000,confirmed,confirmed,True,True,True,True,True,False,False,both,neither,postlaunch_descriptive,False,none
951016050,0,3040572859699144960,not_detected,7,9309510160500220000,9209510160500220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
951016050,1,3118326134425624320,not_detected,49,9309510160501220000,9209510160501220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
951016050,2,1797734879016276096,confirmed,398,9309510160502220000,9209510160502220000,confirmed,confirmed,True,True,True,True,True,True,False,both,A_only,postlaunch_descriptive,False,none
1001545355,0,5687358245544479872,confirmed,6,9310015453550220000,9210015453550220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
1001545355,1,3347454874365770496,not_detected,53,9310015453551220000,9210015453551220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
1001545355,2,1797734879016276096,confirmed,398,9310015453552220000,9210015453552220000,confirmed,confirmed,True,True,True,True,True,True,False,both,A_only,postlaunch_descriptive,False,none
1102242692,0,4418372534027715968,confirmed,7,9311022426920220000,9211022426920220000,candidate,confirmed,True,True,True,False,True,False,False,B_only,neither,postlaunch_descriptive,False,none
1102242692,1,3347454874365770496,not_detected,53,9311022426921220000,9211022426921220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
1102242692,2,2498367529597482496,confirmed,419,9311022426922220000,9211022426922220000,not_detected,confirmed,True,True,True,False,True,False,False,B_only,neither,postlaunch_descriptive,False,none
1102346472,0,3040572859699144960,not_detected,7,9311023464720220000,9211023464720220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
1102346472,1,3117810051152885760,not_detected,49,9311023464721220000,9211023464721220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
1102346472,2,1797734879016276096,confirmed,398,9311023464722220000,9211023464722220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
1108505075,0,5687358245544479872,confirmed,6,9311085050750220000,9211085050750220000,confirmed,confirmed,True,True,True,True,True,False,False,both,neither,postlaunch_descriptive,False,none
1108505075,1,3347454874365770496,not_detected,53,9311085050751220000,9211085050751220000,confirmed,confirmed,True,True,True,True,True,False,False,both,neither,postlaunch_descriptive,False,none
1108505075,2,2079732192477615360,confirmed,425,9311085050752220000,9211085050752220000,confirmed,confirmed,True,True,True,True,True,False,False,both,neither,postlaunch_descriptive,False,none
1173423962,0,1479182789667845376,not_detected,7,9311734239620220000,9211734239620220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
1173423962,1,413322333748126592,candidate,60,9311734239621220000,9211734239621220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
1173423962,2,2850846184091080576,not_detected,461,9311734239622220000,9211734239622220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
1201194272,0,3563873702267790080,confirmed,7,9312011942720220000,9212011942720220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
1201194272,1,3117810051152885760,not_detected,49,9312011942721220000,9212011942721220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
1201194272,2,1797734879016276096,confirmed,398,9312011942722220000,9212011942722220000,confirmed,confirmed,True,True,True,True,True,True,False,both,A_only,postlaunch_descriptive,False,none
1309155088,0,5687358245544479872,confirmed,6,9313091550880220000,9213091550880220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
1309155088,1,3347454874365770496,not_detected,53,9313091550881220000,9213091550881220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
1309155088,2,1797734879016276096,confirmed,398,9313091550882220000,9213091550882220000,confirmed,confirmed,True,True,True,True,True,True,False,both,A_only,postlaunch_descriptive,False,none
1860439362,0,5687358245544479872,confirmed,6,9318604393620220000,9218604393620220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
1860439362,1,2466766946939761280,confirmed,55,9318604393621220000,9218604393621220000,not_detected,confirmed,True,True,True,False,True,False,False,B_only,neither,postlaunch_descriptive,False,none
1860439362,2,1617418957790376576,confirmed,440,9318604393622220000,9218604393622220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
1944049427,0,3040572859699144960,not_detected,7,9319440494270220000,9219440494270220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
1944049427,1,3117810051152885760,not_detected,49,9319440494271220000,9219440494271220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
1944049427,2,1797734879016276096,confirmed,398,9319440494272220000,9219440494272220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
1989258883,0,5687358245544479872,confirmed,6,9319892588830220000,9219892588830220000,not_detected,confirmed,True,True,True,False,True,False,False,B_only,neither,postlaunch_descriptive,False,none
1989258883,1,3277341526122556160,not_detected,58,9319892588831220000,9219892588831220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
1989258883,2,1555179177955997440,candidate,373,9319892588832220000,9219892588832220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
1989866634,0,1479182789667845376,not_detected,7,9319898666340220000,9219898666340220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
1989866634,1,413322333748126592,candidate,60,9319898666341220000,9219898666341220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
1989866634,2,2850846184091080576,not_detected,461,9319898666342220000,9219898666342220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
2026445610,0,4186494632767123968,not_detected,5,9320264456100220000,9220264456100220000,confirmed,confirmed,True,True,True,True,True,True,True,both,both,postlaunch_descriptive,False,none
2026445610,1,3118326134425624320,not_detected,49,9320264456101220000,9220264456101220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
2026445610,2,2498367529597482496,confirmed,419,9320264456102220000,9220264456102220000,confirmed,confirmed,True,True,True,True,True,False,False,both,neither,postlaunch_descriptive,False,none
2045970633,0,4436905352274528896,not_detected,9,9320459706330220000,9220459706330220000,not_detected,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
2045970633,1,2466766946939761280,confirmed,55,9320459706331220000,9220459706331220000,not_detected,confirmed,True,True,True,False,True,False,False,B_only,neither,postlaunch_descriptive,False,none
2045970633,2,2079732192477615360,confirmed,425,9320459706332220000,9220459706332220000,confirmed,confirmed,True,True,True,True,True,False,False,both,neither,postlaunch_descriptive,False,none
2055504010,0,2931529038838835712,confirmed,10,9320555040100220000,9220555040100220000,confirmed,confirmed,True,True,True,True,True,False,False,both,neither,postlaunch_descriptive,False,none
2055504010,1,582901519620616192,not_detected,53,9320555040101220000,9220555040101220000,candidate,not_detected,True,True,True,False,False,False,False,neither,neither,postlaunch_descriptive,False,none
2055504010,2,4517992170175866368,confirmed,369,9320555040102220000,9220555040102220000,confirmed,confirmed,True,True,True,True,True,False,False,both,neither,postlaunch_descriptive,False,none
