source_id,status,result_sha256,provenance_sha256
9200211870721220100,complete,10ddf6036d9903eb59a20fc0ef7c104392a5bbf514f2d0f6fe95997c74b87316,8ba3ea6702ab707e22e790ddd8f50661d4c42001abb1020887d2a2701d68dfcd
9200211870721220200,complete,db15fa1b4ae16e00f643cabddd754e7db581fee5108285882c05cc7abc2991f6,3f4da7363efb6407a93507d7f1ec68e8e27a0e6e020e23e0dc6eb064b0f89f28
9200211870721220300,complete,e66f75af27f517c88d9b4fc8eb85c40848c7906387e1b79d62c0804e8aeaeff1,0a14d362492166bd88d22490f6f5f10e52d3c977859d4a0d5626409f621f408b
9200211870721221000,complete,90b30304550ad6c41c7ae42cb45db7790866c6bdc4a0c602637d45f5a530777b,30774c23226104ca7000401beefd11103cc07bb5b56b4a6f29ca7651871854ce
9200211870721222000,complete,0881745c37dd89bf50640295040d3917f6ca3cf6bb6b804e63a6c9135b0ed40b,20c03dae1259f8f523815df7647a76c2b45be85bab41d112af2de9c797990e3f
9200211870721230000,complete,bab051376a4f4d5fb39b53119cdde9474c0c50f23d77fa80ab311e7fab1cdcca,76a7cc14fef0efec6bde47f1d9581f0e430a57278081f222ed18fb865993a3af
9200211870721310000,complete,340207b7f45ef39caea1ab3dac4903ebb616f41682872f224fafd6d4329e6944,e09ca3eee3f7a59638fff5f81010a57c50fe5ea85872e00fa7a2bb462fdcaefd
9200211870721320000,complete,38c91a27e6403ee65081ee573781640e0858d4ba1dad34feb606caa70054f524,3fef4568224d1cfb2bb2d08a8923de741d604e9f8fa28988eeca6ff753791b3b
9200211870721330000,complete,1dc7b34ec114da57ba162448caa262f34fe7bdbf86f9a320b785af1fab1e7c4c,02b37f1a1de27ca807c50f35911fe56381bdfda6672ef2672fcc280ba1d6d696
9200211870722220000,complete,1fa9504ee8e0ed5641e6ff174beac5e16d02ba62673496453f54ff07d0ef0dcd,598df28b10fdd47f888abf9d70a755615108205466072ff37cd8272c93090706
9200246033970220000,complete,dd90c7a007d36e25db5077f615812b84737e0457102d0edab49dfbf64e5cd565,908de3fc71298b5860ffaeefd22bf4d762b9e8e475c6e533f7e9ac4faa6a5952
9200246033971110000,complete,99afd5b4e5e1deb303c1644ab7a3102ed606c97d0871d4565f2ede690204b874,2b421491a02860fcee1827d09cf6b418e17ab9553aff972a17788aff4e6d4a3b
9200246033971120000,complete,6d36e59f6460ce6637163f53f11c7b92d182079dcf1bb1e0027b5bfb9dd7a4e8,ef4e85adc5c2a4eaf40193e066475bfcf2e477481d1effa98daebe193c0c881e
9200246033971130000,complete,b8023b75383408699482d99ca465b5ce18f0f4c62897d514c21404adba003fea,0da0f5646c08e593597e4c7e73d56f70b322fc7604de25d7b4e752e5967e0bbd
9200246033971210000,complete,b962ff911c0f90e83e730d72cdce17f23c53d04fb36a755a8d8ec51fcec77023,7d14b00db4711dc004833e11831c6b9f153672335b69eaaf366a3fedab4fcd77
9200246033971220000,complete,5973853fe8deb1ed588f7277115380a35e2b832c1ce2bfa469e1a32db7dfffdb,d510948eb230f1a80ac90c8f77f92567ddbdd05faa72f06cf637ef3138b30ccd
9200246033971220100,complete,a39006545095f5bc6ff032d4e312fc3e341c3f5f1cc96bd0a9aebbd02926ef29,daf7d942f24abf4c9f434973f1dd8900e295aa05501f93b7ba657695a3705f3d
9200246033971220200,complete,23b42751b54dd5f337911449a2c88f46a41408f55ccad92873873113458a721f,37d8af856ac326f09a9316d7d8db926a4812b384ed838d974964503569d31fbc
9200246033971221000,complete,29a48d295e2ba136930ab37dc6d3573ef5ddbee448a1bf9cd39fb8b6630bb357,a08f0ebbed74fac63e4a692dc09874caf740e045c626461ae77f2acef2c51164
9200246033971222000,complete,682d83f286d427d7a11f5f5156a55a93b384170d3753deadd9948099a3658eaf,f831028f2184156dd585917e0dcb0d7de58df5ac299e968a151035aa9d2bc30d
9200246033971230000,complete,3304e61b554c320aa661b804c46ff57350f5d064ad782a0efb4aaa89e08bcdf3,85476df3b124c6c983e106c89cbf89f5ba7062c452264adb974b7b6c9cb2260b
9200246033971310000,complete,ccd4b1f56bd5b62a1207b961807f41b34003a3d2e89e256e8d7a59f6c33062da,05aa8cc4a247d285a7b0e6621feb260944fcafe82dc63a90eb4722454a60cc95
9200246033971320000,complete,ee04bd7d66bd54a62cc480df452f5fd8339e6499bd2aa103debd899f9524e396,76615502a74afda79cc2fbe13e10eab018e81d8adcf0945b4737067cdbfb78ba
9200246033971330000,complete,28c7592eb82364224cce905d948a198912b09bdbec02c7fac5cdf0ceac2a2f8d,0e9cc38b7b15ece5c7fdd3c8c69685a73ea84889b868470b8446f4bb000249ae
9200246033972220000,complete,579efab682e184e622cb019facab327b96c118d7bc9be66cd3bf845ea5ad7895,b2f304b9648a9fb44d3ee27601526838d8c9e2bc9947f667a6f75a4039e0c568
9200298623440220000,complete,f43473e961621430d2679ac5067a62c267cc395a5c886f7bf78c5511698af861,5a215bd134e2df89b09c3b55156c398865e25b101ab704ddb5122e6db3454714
