tic,period_s,published_amp_ppt,recovered_amp_ppt,amp_ratio,snr,spoc_snr4_limit_ppt,paper_fap_ppt,marginal_vs_paper_fap,marginal_vs_spoc_limit
230029140,288.89,8.63,1.8853801847730698,0.21846815582538465,3.707227432873292,2.0342751761650657,3.16,False,False
230029140,311.06,9.01,7.960758616709302,0.8835470162829414,15.653258143210707,2.0342751761650657,3.16,False,False
230029140,364.41,4.36,1.2707691241551484,0.29146080829246523,2.498716278002766,2.0342751761650657,3.16,True,False
230029140,400.35,4.64,1.8458344532092308,0.3978091493985411,3.629468569122343,2.0342751761650657,3.16,True,False
230029140,784.77,7.19,7.106515367607235,0.9883887854808393,13.97355765999004,2.0342751761650657,3.16,False,False
13566624,407.63,7.83,7.815953474383733,0.9982060631396849,5.0960301309758895,6.134935056113554,7.01,True,True
13566624,421.87,8.92,8.882169632819298,0.9957589274461097,5.791206949431737,6.134935056113554,7.01,True,True
282783760,257.76,8.92,8.54479807837988,0.9579370043026771,6.980556314122333,4.896342178971001,6.43,True,False
1116746,303.01,8.61,8.510866561967807,0.9884862441309882,6.069173893300292,5.6092421878785705,7.24,True,False
1102242692,1003.09,4.94,2.4327714448243136,0.49246385522759384,2.7300510303949985,3.5644336574504645,4.89,True,True
1102242692,1009.027,8.37,2.9980184412117876,0.3581861936931646,3.3643700282598976,3.5644336574504645,4.89,False,False
1102242692,1015.04,5.73,1.470447746981917,0.25662264345234154,1.650133388128408,3.5644336574504645,4.89,True,False
1201194272,840.92,8.37,6.421515350930725,0.7672061351171715,6.407995776226469,4.008439190771263,6.9,True,False
441500792,786.55,7.66,7.660621500476898,1.0000811358324933,6.580480038218717,4.656573049981057,5.77,True,False
441500792,980.52,8.21,8.206327502217821,0.9995526799290889,7.049241933186211,4.656573049981057,5.77,True,False
