entity,y_true,pred_mean,predicted_rank,expected_rank,realized_rank,p_top5,p_top10,p_top25
GaiaDR3_2216491579042731776,17.647567749023438,17.647281134446462,201,202.39716666666666,206,0.0,0.0,8.333333333333333e-05
GaiaDR3_3503987633230546688,17.636844635009766,17.647215341409048,202,202.41158333333334,211,0.0,0.0,8.333333333333333e-05
GaiaDR3_4262657670098346624,17.66762924194336,17.644029489835102,203,203.88275,196,0.0,0.0,0.00016666666666666666
GaiaDR3_6278246819492556416,17.596614837646484,17.64117209625244,204,205.26233333333334,229,0.0,8.333333333333333e-05,0.00016666666666666666
GaiaDR3_3370796406708211200,17.700279235839844,17.639136359532674,205,206.24258333333333,175,0.0,0.0,0.0
GaiaDR3_5751694003780912512,17.670665740966797,17.636866293907165,206,207.378,191,0.0,8.333333333333333e-05,0.00025
GaiaDR3_2210509235053668992,17.630952835083008,17.635843350251516,207,207.81933333333333,213,0.0,0.0,0.0
GaiaDR3_1740097341320384000,17.66846466064453,17.635239364624024,208,208.15108333333333,195,0.0,0.0,8.333333333333333e-05
GaiaDR3_1024785484658469120,17.645355224609375,17.632564196109772,209,209.395,209,0.0,0.0,0.0
GaiaDR3_178949262640226176,17.67012596130371,17.6302897289594,210,210.48083333333332,192,0.0,0.0,0.0
GaiaDR3_919955847042339072,17.60814666748047,17.629251979033153,211,211.01125,223,0.0,0.0,8.333333333333333e-05
GaiaDR3_3062514748102604288,17.616336822509766,17.629011271158856,212,211.08933333333334,219,0.0,0.0,0.0
GaiaDR3_2364297204875140224,17.630565643310547,17.62851242860158,213,211.31325,214,0.0,0.0,0.00016666666666666666
GaiaDR3_1806429851344290560,17.620731353759766,17.623610292275746,214,213.67816666666667,216,0.0,8.333333333333333e-05,0.00016666666666666666
GaiaDR3_656829318515154176,17.72922134399414,17.62338961283366,215,213.7805,154,8.333333333333333e-05,8.333333333333333e-05,0.00016666666666666666
GaiaDR3_5122120788245323904,17.607952117919922,17.62279462337494,216,214.10641666666666,224,0.0,0.0,0.0
GaiaDR3_172978953148524160,17.68166732788086,17.618191906293234,217,216.24183333333335,185,0.0,0.0,8.333333333333333e-05
GaiaDR3_1519336713796357248,17.703556060791016,17.615362856705982,218,217.58133333333333,174,0.0,8.333333333333333e-05,0.00016666666666666666
